6,0.815360979,0.41674879,0.880138585,1.176483724,-2.06590099,-0.648620784,-1.506745427,-0.100704249,-1.604712745,0
16,0.132431078,0.292471617,0.530858828,1.138287099,0.950970297,-0.648620784,-1.506745427,-0.43423672,0.039720613,0
23,-0.571840383,-0.602324027,-0.464588478,-1.306296891,0.950970297,-0.648620784,-1.506745427,0.232828223,-1.604712745,0
26,-1.126720928,0.317327052,-0.901188174,-0.962527267,0.950970297,-0.648620784,-1.506745427,-0.43423672,0.039720613,0
27,-0.550498823,0.068772706,0.268899011,-0.236791395,0.950970297,1.083824406,1.759184451,-0.100704249,1.68415397,1
29,-0.294400111,-0.353769682,-0.220092649,-1.077117142,0.950970297,1.083824406,0.126219512,0.566360694,0.039720613,1
30,0.025723281,0.292471617,0.513394841,0.183371478,-0.557465347,-0.648620784,0.126219512,0.232828223,0.039720613,1
31,-0.187692314,-0.055504467,0.076795145,-0.007611646,-0.557465347,1.083824406,-1.506745427,0.566360694,0.039720613,1
32,-0.209033873,-0.17978164,0.11172312,-1.268100266,-0.557465347,1.083824406,-1.506745427,0.232828223,-1.604712745,0
34,-0.67854818,-0.328914247,-0.237556637,-1.268100266,0.950970297,1.083824406,-1.506745427,0.899893166,1.68415397,1
36,-0.870622215,-0.552613158,0.181579072,-0.771544143,0.950970297,1.083824406,0.126219512,0.566360694,1.68415397,1
46,0.089747959,0.764724874,0.461002877,-0.084004896,0.950970297,-0.648620784,-1.506745427,-0.100704249,-1.604712745,0
48,-0.145009195,0.715014005,0.024403181,0.75632085,0.950970297,1.083824406,0.126219512,-0.767769192,1.68415397,1
53,-0.486474145,-0.030649032,-0.883724187,0.297961352,-2.06590099,-0.648620784,-1.506745427,-0.43423672,-1.604712745,0
56,-0.529157264,-0.577468593,0.408610914,0.221568103,-2.06590099,-0.648620784,0.126219512,-0.100704249,0.039720613,0
64,-0.294400111,0.938712916,0.722962695,0.947303975,-3.574336634,1.083824406,-1.506745427,-0.43423672,-1.604712745,0
71,-0.038301398,0.814435743,-0.027988782,-0.084004896,0.950970297,1.083824406,-1.506745427,0.899893166,1.68415397,1
79,-0.209033873,0.068772706,-0.255020624,-2.108426012,-2.06590099,-2.381065974,1.759184451,-0.767769192,-1.604712745,0
84,0.004381721,0.491315094,0.216507047,-0.618757644,-2.06590099,-0.648620784,1.759184451,0.566360694,0.039720613,0
85,-0.401107908,-0.229492509,0.11172312,-0.122201521,-2.06590099,-0.648620784,0.126219512,-0.43423672,0.039720613,0
98,-0.870622215,-1.00001098,-0.866260199,1.023697224,0.950970297,1.083824406,0.126219512,-0.767769192,0.039720613,0
101,-0.742572858,0.267616183,-0.150236697,-0.236791395,-0.557465347,1.083824406,-1.506745427,-0.43423672,-1.604712745,0
105,-0.016959838,-0.279203378,-0.324876576,-1.000723892,-2.06590099,-0.648620784,0.126219512,-0.43423672,-1.604712745,0
106,-0.166350754,-0.154926205,0.076795145,-0.504167769,2.459405941,-0.648620784,-1.506745427,-0.100704249,1.68415397,1
110,-0.230375432,-0.229492509,-0.324876576,-0.084004896,-0.557465347,-0.648620784,-1.506745427,-0.767769192,-1.604712745,0
111,0.196455756,-0.45319142,0.199043059,-0.504167769,-2.06590099,-0.648620784,0.126219512,-0.43423672,-1.604712745,0
121,0.794019419,0.715014005,0.251435023,0.106978228,-2.06590099,1.083824406,1.759184451,0.566360694,0.039720613,0
122,1.263533726,0.988423785,0.408610914,0.527141101,0.950970297,1.083824406,0.126219512,0.232828223,1.68415397,1
129,0.068406399,0.715014005,0.722962695,1.023697224,-0.557465347,1.083824406,-1.506745427,-0.43423672,1.68415397,1
134,-0.209033873,-0.13007077,-0.464588478,-1.115313766,-0.557465347,1.083824406,-1.506745427,0.566360694,0.039720613,0
138,-0.657206621,-0.353769682,-0.621764369,-0.160398146,2.459405941,-2.381065974,-1.506745427,0.566360694,1.68415397,1
144,0.77267786,0.292471617,-0.586836393,-0.656954268,-2.06590099,-0.648620784,0.126219512,-0.767769192,-1.604712745,0
146,-0.379766348,-0.055504467,0.129187108,0.412551227,0.950970297,-2.381065974,-1.506745427,0.899893166,0.039720613,1
148,-0.273058551,-0.552613158,-0.499516454,-0.35138127,0.950970297,1.083824406,-1.506745427,0.232828223,1.68415397,1
149,-0.401107908,0.292471617,-0.150236697,1.080992162,-2.06590099,-0.648620784,-1.506745427,-0.43423672,-1.604712745,0
