1,-0.528159744,0.036503807,-0.183771841,1
2,-0.578783058,-0.117629275,-0.351307369,1
3,-0.528159744,-0.668104567,-0.853913955,0
4,-1.287509453,-0.690123579,-1.188985012,0
5,0.231189966,-0.337819392,-0.225655723,1
6,-0.275043174,-0.535990497,-0.623552603,0
7,0.433683222,-0.117629275,0.067531452,1
8,-0.426913116,-0.337819392,-0.497900957,0
9,0.129943338,0.080541831,0.130357275,1
10,0.332436594,0.168617878,0.297892804,1
11,-0.275043174,-0.337819392,-0.435075134,0
12,-0.882522942,-0.513971485,-0.853913955,0
13,-0.376289802,-0.31580038,-0.456017075,0
14,0.231189966,0.146598866,0.235066981,1
15,-1.287509453,0.212655901,-0.330365428,1
16,-0.22441986,-0.337819392,-0.414133193,0
17,-0.528159744,-0.139648286,-0.351307369,0
18,-0.173796546,-0.007534216,-0.079062135,0
19,-0.123173232,-0.646085556,-0.665436485,0
20,-0.831899628,-0.646085556,-0.95862366,0
21,-1.338132767,-0.205705321,-0.74920425,0
22,0.180566652,0.014484796,0.088473393,1
23,-0.578783058,-0.337819392,-0.56072678,0
24,0.02869671,-0.007534216,0.004705629,1
25,0.231189966,-0.271762357,-0.1628299,1
26,-0.882522942,-0.58002852,-0.916739778,0
27,-1.034392884,-0.690123579,-1.084275307,0
28,-0.021926604,-0.44791445,-0.435075134,1
29,-0.021926604,-0.602047532,-0.581668721,0
30,-0.376289802,-0.359838403,-0.497900957,0
31,0.02869671,-0.249743345,-0.225655723,0
32,0.332436594,-0.271762357,-0.120946018,1
33,0.180566652,-0.293781368,-0.204713782,1
34,0.332436594,-0.18368631,-0.037178253,1
35,0.383059908,-0.337819392,-0.1628299,1
36,-0.123173232,-0.271762357,-0.309423487,0
37,-0.47753643,0.124579854,-0.079062135,1
38,-0.882522942,-0.117629275,-0.476959016,0
39,-1.236886139,-0.558009509,-1.042391425,0
40,-0.831899628,-0.734161602,-1.042391425,0
41,-0.376289802,-0.337819392,-0.476959016,0
42,-0.528159744,-0.491952474,-0.686378427,0
43,-0.376289802,-0.007534216,-0.1628299,1
44,-0.021926604,-0.007534216,-0.016236312,1
45,-0.376289802,-0.602047532,-0.728262309,0
46,0.079320024,-0.44791445,-0.393191251,1
47,-0.680029686,-0.205705321,-0.476959016,0
48,-0.882522942,-0.205705321,-0.56072678,0
49,-0.781276314,-0.31580038,-0.623552603,0
50,-0.325666488,-0.271762357,-0.393191251,1
51,-0.325666488,-0.646085556,-0.74920425,0
52,-0.781276314,-0.161667298,-0.476959016,0
53,-1.641872651,-0.646085556,-1.293694718,0
54,-0.021926604,-0.668104567,-0.644494544,1
55,-0.528159744,-0.558009509,-0.74920425,0
56,-1.034392884,-0.161667298,-0.581668721,0
57,-0.426913116,-0.205705321,-0.37224931,0
58,-0.831899628,-0.359838403,-0.686378427,0
59,-0.376289802,-0.44791445,-0.581668721,1
60,-0.578783058,-0.558009509,-0.770146191,0
61,-0.123173232,-0.31580038,-0.351307369,0
62,-0.021926604,0.102560842,0.088473393,0
63,-0.021926604,-0.007534216,-0.016236312,0
64,-0.426913116,0.102560842,-0.079062135,1
65,-0.275043174,-0.249743345,-0.351307369,0
66,-0.325666488,-0.337819392,-0.456017075,0
67,-0.173796546,-0.31580038,-0.37224931,0
68,-0.22441986,-0.293781368,-0.37224931,1
69,-0.173796546,-0.271762357,-0.330365428,0
70,-0.123173232,-0.469933462,-0.497900957,0
71,-0.578783058,-0.337819392,-0.56072678,0
72,-0.831899628,-0.778199626,-1.084275307,1
73,-0.22441986,-0.337819392,-0.414133193,0
74,-0.123173232,-0.403876427,-0.435075134,1
75,-0.882522942,-0.425895439,-0.770146191,0
76,-0.376289802,0.146598866,-0.016236312,1
77,-0.426913116,-0.491952474,-0.644494544,0
78,-0.578783058,-0.117629275,-0.351307369,0
79,-0.021926604,-0.337819392,-0.330365428,1
80,-0.376289802,-0.161667298,-0.309423487,0
81,-0.072549918,-0.227724333,-0.246597664,1
82,-0.123173232,-0.403876427,-0.435075134,1
83,-0.123173232,-0.073591251,-0.120946018,1
84,0.129943338,0.32275096,0.360718627,0
85,-0.123173232,-0.205705321,-0.246597664,0
86,-0.22441986,0.014484796,-0.079062135,1
87,-0.376289802,-0.535990497,-0.665436485,0
88,0.129943338,-0.271762357,-0.204713782,1
89,-0.376289802,0.146598866,-0.016236312,0
90,0.129943338,-0.205705321,-0.141887959,1
91,-0.123173232,-0.095610263,-0.141887959,1
92,-0.376289802,-0.403876427,-0.539784839,0
93,-0.325666488,-0.624066544,-0.728262309,0
94,-0.275043174,-0.381857415,-0.476959016,0
95,-0.072549918,-0.227724333,-0.246597664,0
96,0.585553164,0.190636889,0.42354445,1
97,0.484306536,-0.139648286,0.067531452,1
98,0.383059908,0.520922065,0.653905802,1
99,0.28181328,-0.44791445,-0.309423487,1
100,0.079320024,-0.073591251,-0.037178253,1
101,0.383059908,0.212655901,0.360718627,1
102,0.383059908,0.146598866,0.297892804,1
103,0.78804642,0.124579854,0.444486391,1
104,0.838669734,-0.161667298,0.193183099,1
105,1.142409617,0.763131194,1.19839627,1
106,0.383059908,0.388807995,0.528254156,1
107,-0.578783058,-0.18368631,-0.414133193,0
108,0.383059908,-0.227724333,-0.058120194,1
109,0.78804642,0.190636889,0.507312215,1
110,0.02869671,-0.139648286,-0.120946018,0
111,-0.021926604,-0.051572239,-0.058120194,1
112,-0.072549918,-0.007534216,-0.037178253,0
113,-0.072549918,-0.073591251,-0.100004076,1
114,-0.275043174,-0.249743345,-0.351307369,0
115,0.28181328,-0.029553228,0.088473393,0
116,-0.325666488,-0.227724333,-0.351307369,0
117,-0.275043174,-0.558009509,-0.644494544,0
118,-0.578783058,-0.491952474,-0.707320368,0
119,-0.98376957,-0.073591251,-0.476959016,0
120,-0.123173232,-0.073591251,-0.120946018,1
121,-0.275043174,-0.117629275,-0.225655723,0
122,-0.325666488,-0.205705321,-0.330365428,0
123,-0.072549918,-0.624066544,-0.623552603,1
124,0.231189966,-0.425895439,-0.309423487,1
125,-0.325666488,-0.205705321,-0.330365428,0
126,-0.629406372,-0.513971485,-0.74920425,0
127,0.180566652,0.256693924,0.318834745,1
128,0.02869671,0.542941077,0.528254156,1
129,-0.882522942,-0.073591251,-0.435075134,0
130,-0.021926604,0.102560842,0.088473393,1
131,-0.173796546,-0.249743345,-0.309423487,0
132,0.332436594,0.102560842,0.235066981,0
133,0.383059908,0.058522819,0.21412504,1
134,-0.275043174,-0.007534216,-0.120946018,0
135,-0.021926604,-0.205705321,-0.204713782,0
136,-0.173796546,0.014484796,-0.058120194,1
137,-0.325666488,-0.425895439,-0.539784839,0
138,0.129943338,-0.403876427,-0.330365428,1
139,-0.021926604,-0.690123579,-0.665436485,0
140,-1.287509453,-0.624066544,-1.126159189,0
141,-0.123173232,-0.624066544,-0.644494544,1
142,-0.173796546,0.036503807,-0.037178253,0
143,-0.629406372,-0.646085556,-0.874855896,0
144,0.129943338,-0.227724333,-0.1628299,1
145,0.02869671,-0.249743345,-0.225655723,1
146,-0.376289802,-0.624066544,-0.74920425,0
147,-0.528159744,-0.558009509,-0.74920425,0
148,0.180566652,-0.58002852,-0.476959016,1
149,-0.173796546,0.212655901,0.130357275,1
150,-0.47753643,-0.535990497,-0.707320368,0
151,-0.072549918,-0.271762357,-0.288481546,1
152,-0.325666488,-0.359838403,-0.476959016,0
153,-0.325666488,-0.491952474,-0.602610662,0
154,0.939916361,-0.095610263,0.297892804,1
155,-0.173796546,-0.403876427,-0.456017075,0
156,0.433683222,0.124579854,0.297892804,1
157,-0.98376957,-0.381857415,-0.770146191,0
158,-1.236886139,-0.624066544,-1.105217248,1
159,-0.072549918,0.080541831,0.046589511,1
160,0.484306536,-0.359838403,-0.141887959,0
161,0.231189966,-0.337819392,-0.225655723,1
162,-0.426913116,-0.359838403,-0.518842898,1
163,-1.338132767,-0.31580038,-0.853913955,0
164,-0.275043174,-0.095610263,-0.204713782,0
165,0.889293047,0.432846018,0.779557449,1
166,0.939916361,0.212655901,0.591079979,1
167,0.180566652,-0.117629275,-0.037178253,1
168,-0.173796546,-0.734161602,-0.770146191,0
169,-0.629406372,-0.535990497,-0.770146191,0
170,0.585553164,0.300731948,0.528254156,1
171,0.129943338,-0.205705321,-0.141887959,1
172,0.636176478,0.014484796,0.276950863,1
173,0.686799792,0.344769971,0.61202192,1
174,0.636176478,0.036503807,0.297892804,1
175,0.180566652,0.102560842,0.172241158,1
176,0.28181328,-0.822237649,-0.665436485,0
177,0.129943338,-0.161667298,-0.100004076,1
178,-0.47753643,-0.425895439,-0.602610662,0
179,-0.22441986,-0.491952474,-0.56072678,0
180,-0.123173232,0.168617878,0.109415334,0
181,-0.325666488,-0.227724333,-0.351307369,0
182,-0.123173232,-0.18368631,-0.225655723,0
183,0.383059908,0.168617878,0.318834745,1
184,0.484306536,-0.095610263,0.109415334,1
185,0.53492985,-0.337819392,-0.100004076,1
186,0.231189966,-0.161667298,-0.058120194,1
187,0.129943338,0.146598866,0.193183099,1
188,0.079320024,-0.44791445,-0.393191251,1
189,-0.021926604,-0.227724333,-0.225655723,0
190,0.484306536,0.366788983,0.549196097,1
191,0.129943338,0.014484796,0.067531452,1
192,0.28181328,-0.425895439,-0.288481546,1
193,0.53492985,0.036503807,0.256008922,1
194,-0.173796546,-0.18368631,-0.246597664,0
195,0.636176478,-0.337819392,-0.058120194,1
196,0.889293047,0.366788983,0.716731625,1
197,0.079320024,-0.117629275,-0.079062135,1
198,0.484306536,0.234674913,0.42354445,1
199,0.383059908,-0.403876427,-0.225655723,1
200,0.02869671,-0.007534216,0.004705629,1
201,0.484306536,0.102560842,0.297892804,1
202,-0.831899628,-0.558009509,-0.874855896,0
203,-0.426913116,-0.513971485,-0.665436485,0
204,-0.123173232,-0.535990497,-0.56072678,0
205,-0.629406372,-0.337819392,-0.581668721,0
206,0.332436594,0.366788983,0.486370274,1
207,-0.629406372,0.014484796,-0.246597664,0
208,-0.730653,-0.44791445,-0.728262309,0
209,0.332436594,0.036503807,0.172241158,0
210,0.231189966,0.168617878,0.256008922,1
211,0.231189966,0.124579854,0.21412504,0
212,-0.173796546,0.080541831,0.004705629,0
213,-0.578783058,-0.293781368,-0.518842898,0
214,-0.22441986,-0.095610263,-0.183771841,0
215,-0.275043174,-0.425895439,-0.518842898,0
216,-0.123173232,-0.337819392,-0.37224931,0
217,0.28181328,-0.491952474,-0.351307369,1
218,0.636176478,0.476884042,0.716731625,1
219,0.129943338,-0.227724333,-0.1628299,0
220,0.636176478,-0.117629275,0.151299216,1
221,0.231189966,-0.31580038,-0.204713782,0
222,0.737423106,0.080541831,0.381660568,1
223,-0.275043174,-0.227724333,-0.330365428,0
